This will overwrite the file content.
7,7,3376
2,2,3415
1,1,3397
0,0,3428
4,4,3389
1,1,3413
4,4,3418
9,9,3435
5,5,3400
9,9,3436
0,0,3528
6,6,3479
9,9,3404
0,0,3433
1,1,3416
5,5,3420
9,9,3375
7,7,3393
3,3,3408
4,4,3406
9,9,3429
6,6,3430
6,6,3392
5,5,3404
4,4,3381
0,0,3436
7,7,3501
4,4,3464
0,0,3442
1,1,3433
3,3,3401
1,1,3395
3,3,3378
4,4,3443
7,7,3415
2,2,3433
7,7,3402
1,1,3393
2,2,3412
1,1,3424
1,1,3431
7,7,3453
4,4,3423
2,2,3426
3,3,3405
5,5,3451
1,1,3441
2,2,3413
4,4,3420
4,4,3498
6,6,3452
3,3,3424
5,5,3450
5,5,3442
6,6,3449
0,0,3428
4,4,3414
1,1,3463
9,9,3406
5,5,3399
7,7,3382
8,8,3423
9,5,3404
3,3,3436
7,7,3425
4,4,3432
6,6,3410
4,4,3416
3,3,3432
0,0,3469
7,7,3426
0,0,3446
2,2,3455
9,9,3440
1,1,3401
7,7,3389
3,3,3394
2,2,3566
9,9,3478
7,7,3397
7,7,3432
6,6,3455
2,2,3408
7,7,3437
8,8,3386
4,4,3403
7,7,3440
3,3,3420
6,6,3440
1,1,3388
3,3,3387
6,6,3433
9,4,3447
3,3,3450
1,1,3395
4,4,3397
1,1,3427
7,7,3439
6,6,3384
9,9,3365
6,6,3482
0,0,3412
5,5,3443
4,4,3404
9,9,3424
9,9,3392
2,2,3445
1,1,3470
9,9,3471
4,4,3356
8,8,3401
7,7,3455
3,3,3429
9,9,3387
7,7,3414
4,4,3388
4,4,3425
4,4,3430
9,9,3427
2,2,3398
5,5,3477
4,4,3420
7,7,3488
6,6,3443
7,7,3462
9,9,3451
0,0,3492
5,5,3408
8,8,3479
5,5,3443
6,6,3487
6,6,3436
5,5,3443
7,7,3400
8,8,3397
1,1,3382
0,0,3488
1,1,3404
6,6,3404
4,4,3459
6,6,3423
7,7,3453
3,3,3441
1,1,3412
7,7,3437
1,1,3441
8,8,3449
2,2,3411
0,0,3396
2,2,3411
9,9,3443
9,9,3444
5,5,3466
5,5,3510
1,1,3463
5,5,3514
6,6,3575
0,0,3453
3,3,3490
4,4,3421
4,4,3433
6,6,3404
5,5,3411
4,4,3426
6,6,3448
5,5,3447
4,4,3397
5,5,3385
1,1,3411
4,4,3395
4,4,3402
7,7,3472
2,2,3479
3,3,3439
2,2,3443
7,7,3412
1,1,3452
8,8,3404
1,1,3463
8,8,3436
1,1,3424
8,8,3372
5,5,3394
0,0,3373
8,8,3426
9,9,3389
2,2,3351
5,5,3416
0,0,3425
1,1,3385
1,1,3388
1,1,3361
0,0,3420
9,9,3376
0,0,3431
3,3,3403
1,1,3391
6,6,3408
4,4,3406
2,2,3441
3,3,3453
6,6,3433
1,1,3418
1,1,3415
1,1,3389
3,3,3363
9,9,3403
5,5,3423
2,2,3423
9,9,3408
4,4,3389
5,5,3462
9,9,3386
3,3,3402
9,9,3407
0,0,3429
3,3,3403
6,6,3383
5,5,3368
5,5,3425
7,7,3415
2,2,3440
2,2,3357
7,7,3435
1,1,3382
2,2,3333
8,8,3416
4,4,3394
1,1,3375
7,7,3399
3,3,3404
3,3,3384
8,8,3409
8,8,3417
7,7,3370
9,9,3403
2,2,3380
2,2,3402
4,4,3401
1,1,3378
5,5,3368
9,9,3416
8,8,3392
7,7,3352
2,2,3374
3,3,3401
0,0,3422
4,2,3383
4,4,3376
2,2,3406
4,4,3380
1,1,3392
9,9,3362
5,5,3424
7,7,3385
7,7,3367
2,2,3391
8,8,3398
2,2,3394
6,6,3342
8,8,3386
5,5,3415
7,7,3372
7,7,3380
9,9,3410
1,1,3401
8,0,3366
1,1,3349
8,8,3354
0,0,3407
3,3,3357
0,0,3384
1,1,3363
9,9,3405
9,9,3386
4,4,3394
1,1,3362
8,8,3411
2,2,3417
1,1,3432
2,2,3372
9,9,3386
7,7,3373
5,5,3399
9,9,3406
2,2,3450
6,6,3386
4,4,3366
1,1,3362
5,5,3419
8,8,3376
2,2,3454
9,9,3379
2,2,3389
0,0,3392
4,4,3380
0,0,3435
0,0,3411
2,2,3408
8,8,3371
4,4,3345
7,7,3405
1,1,3378
2,2,3397
4,4,3381
0,0,3405
2,2,3393
7,7,3346
4,4,3394
3,3,3402
3,3,3405
0,0,3392
0,0,3409
3,3,3388
1,1,3391
9,9,3397
6,6,3393
5,5,3420
2,2,3390
5,5,3424
9,9,3482
2,2,3433
9,9,3426
3,3,3368
0,0,3398
4,4,3359
2,2,3420
0,0,3388
7,7,3418
1,1,3392
1,1,3370
2,2,3408
1,1,3376
5,5,3403
3,3,3384
3,3,3395
9,9,3418
7,7,3384
8,8,3399
6,6,3423
5,5,3452
6,6,3414
1,1,3430
3,3,3427
8,8,3455
1,1,3424
0,0,3366
5,5,3425
1,1,3438
3,3,3439
1,1,3440
5,5,3415
5,5,3456
6,6,3491
1,1,3404
8,8,3493
5,5,3443
1,1,3420
7,7,3460
9,9,3478
4,4,3415
6,6,3440
2,2,3408
2,2,3461
5,5,3481
0,0,3451
6,6,3455
5,5,3451
6,6,3465
3,3,3497
7,7,3411
2,2,3447
0,0,3435
8,8,3430
8,8,3449
5,5,3430
4,4,3394
1,1,3438
1,1,3434
4,4,3438
0,0,3399
3,3,3386
3,3,3415
7,7,3392
6,6,3405
1,1,3393
6,6,3437
2,2,3448
1,1,3415
9,9,3410
2,2,3390
8,8,3373
6,6,3419
1,1,3458
9,9,3421
5,5,3419
2,2,3399
5,5,3420
4,4,3519
4,4,3437
2,2,3386
8,8,3410
3,3,3424
8,8,3445
2,2,3436
4,4,3413
5,5,3407
0,0,3426
3,3,3407
1,1,3425
7,7,3407
7,7,3451
5,5,3375
7,7,3476
9,9,3395
7,7,3385
1,1,3423
9,9,3477
2,2,3439
1,1,3368
4,4,3401
2,2,3464
9,9,3422
2,2,3404
0,0,3398
4,4,3496
9,9,3440
1,1,3469
4,4,3356
8,8,3384
1,1,3380
8,8,3410
4,4,3515
5,5,3447
9,9,3428
8,8,3405
8,8,3489
3,3,3534
7,7,3436
6,6,3436
0,0,3477
0,0,3393
3,3,3438
0,0,3432
2,2,3462
6,0,3463
6,6,3587
4,4,3404
9,9,3414
3,5,3401
3,3,3401
3,3,3437
2,2,3488
3,3,3349
9,9,3369
1,1,3442
2,2,3542
6,6,3377
8,8,3386
0,0,3439
5,5,3368
6,6,3525
6,6,3379
6,6,3383
3,3,3419
8,8,3435
8,8,3554
2,2,3463
7,7,3432
5,5,3437
8,8,3450
9,9,3549
6,6,3415
1,1,3429
8,8,3417
4,4,3484
1,1,3414
2,2,3412
5,5,3415
9,9,3369
1,1,3512
9,9,3441
7,7,3392
5,5,3398
4,4,3410
0,0,3555
8,8,3408
9,9,3400
9,9,3420
1,1,3377
0,0,3610
5,5,3418
2,2,3396
3,3,3437
7,7,3443
8,0,3568
9,9,3399
4,4,3376
0,0,3400
6,6,3415
3,3,3510
9,9,3397
5,5,3437
2,2,3383
1,1,3511
3,3,3659
1,1,3399
3,3,3414
6,6,3379
5,5,3534
7,7,3427
4,4,3374
2,2,3409
2,2,3363
6,6,3480
3,3,3405
2,2,3441
6,6,3387
5,5,3463
4,4,3409
8,8,3372
9,9,3381
7,7,3384
1,1,3412
3,3,3410
0,0,3361
3,3,3421
8,8,3402
3,3,3429
1,1,3436
9,9,3451
3,3,3455
4,4,3425
4,4,3480
6,6,3438
4,4,3444
2,2,3425
1,1,3442
8,8,3468
2,2,3428
5,5,3407
4,4,3464
8,8,3408
8,8,3447
4,4,3434
0,0,3432
0,0,3402
2,2,3397
3,3,3403
2,2,3427
7,7,3389
7,7,3445
0,0,3441
8,8,3391
7,7,3398
4,4,3421
4,4,3436
7,7,3431
9,9,3398
6,6,3388
9,9,3391
0,0,3476
9,9,3465
8,8,3399
0,0,3402
4,4,3439
6,6,3425
0,0,3474
6,6,3440
3,3,3404
5,5,3430
4,4,3395
8,8,3456
3,3,3410
3,3,3415
9,9,3450
3,3,3384
3,3,3409
3,3,3394
7,7,3392
8,8,3496
0,0,3466
8,8,3391
2,2,3423
1,1,3431
7,7,3419
0,0,3450
6,6,3385
5,5,3759
4,4,3475
3,3,3483
8,8,3594
0,0,3402
9,9,3383
6,6,3396
3,3,3401
8,8,3544
0,0,3375
9,9,3391
9,9,3403
6,6,3428
8,8,3439
6,6,3418
8,8,3430
5,5,3452
7,7,3440
8,8,3413
6,6,3428
0,0,3469
2,2,3378
4,4,3426
0,0,3416
2,2,3532
2,2,3442
3,3,3427
1,1,3444
9,9,3449
7,7,3429
5,5,3422
1,8,3421
0,0,3518
8,8,3429
4,4,3407
6,6,3436
2,2,3420
6,6,3462
7,7,3418
9,9,3471
3,3,3417
2,2,3440
9,9,3429
8,8,3432
2,2,3422
2,2,3402
9,9,3425
2,2,3399
7,7,3339
3,3,3428
5,5,3411
9,9,3408
1,1,3372
8,8,3350
0,0,3404
2,2,3393
0,0,3433
5,5,3402
2,2,3379
1,1,3446
3,3,3354
7,7,3454
6,6,3383
7,7,3446
1,1,3363
2,2,3393
5,5,3456
8,8,3417
0,0,3399
3,3,3445
7,7,3439
2,1,3491
4,4,3417
0,0,3472
9,9,3419
1,1,3478
8,8,3397
6,6,3451
7,7,3441
7,7,3457
4,4,3456
3,3,3433
4,4,3400
9,9,3467
1,1,3364
9,9,3478
5,5,3413
1,1,3415
7,7,3458
3,3,3401
9,9,3467
7,7,3443
6,6,3375
9,9,3449
1,1,3424
3,3,3416
7,2,3373
8,8,3410
3,3,3394
3,3,3421
6,6,3382
7,7,3374
2,2,3417
8,8,3385
5,5,3396
8,8,3366
5,5,3387
1,1,3426
1,1,3355
4,4,3459
4,4,3416
3,3,3452
1,1,3453
0,0,3438
7,7,3468
7,7,3450
0,0,3425
7,7,3456
9,9,3368
4,4,3486
4,4,3407
8,8,3454
5,5,3460
5,5,3451
4,4,3557
0,0,3428
8,8,3473
2,2,3421
1,1,3452
0,0,3414
8,8,3438
4,4,3444
5,5,3426
0,0,3446
4,4,3456
0,0,3357
6,6,3434
1,1,3402
7,5,3455
3,3,3400
2,2,3351
6,6,3421
7,7,3403
2,2,3459
6,6,3488
9,9,3487
3,3,3494
1,1,3371
4,4,3459
6,6,3435
2,2,3406
5,5,3407
4,9,3403
2,2,3467
0,0,3382
6,6,3392
2,2,3501
1,1,3437
7,7,3419
3,3,3404
4,4,3434
1,1,3451
0,0,3439
5,5,3475
4,4,3432
3,3,3444
1,1,3419
1,1,3416
7,7,3390
4,4,3461
9,9,3468
9,9,3390
4,4,3464
8,8,3399
4,4,3430
0,0,3469
2,2,3422
4,4,3482
5,5,3436
1,1,3413
1,1,3414
6,6,3418
4,4,3429
7,7,3375
1,1,3435
9,9,3375
4,4,3425
2,2,3401
4,4,3417
1,1,3462
5,5,3424
5,5,3473
3,3,3484
8,8,3398
3,3,3459
1,1,3425
4,4,3464
5,5,3416
6,6,3413
8,8,3438
9,9,3399
4,4,3465
1,1,3405
5,5,3402
3,3,3419
8,8,3423
0,0,3428
3,3,3405
2,2,3417
5,5,3415
1,1,3410
2,2,3418
8,8,3424
3,3,3399
4,4,3426
4,4,3429
0,0,3395
8,8,3374
8,8,3419
3,3,3451
3,3,3396
1,1,3399
7,7,3412
3,3,3460
5,5,3419
9,9,3414
6,6,3427
3,3,3389
2,2,3433
6,6,3426
1,1,3446
3,3,3413
6,6,3380
0,0,3405
7,7,3409
2,2,3432
1,1,3396
7,7,3397
1,1,3430
4,4,3394
2,2,3437
4,4,3417
2,2,3439
1,1,3416
7,7,3389
9,9,3426
6,6,3418
1,1,3384
1,1,3374
2,2,3410
4,4,3453
8,8,3455
1,1,3420
7,7,3399
7,7,3461
4,4,3407
8,7,3428
0,0,3491
7,7,3420
3,3,3416
1,1,3409
3,3,3413
1,1,3389
0,0,3410
7,7,3451
7,7,3452
0,0,3405
3,3,3403
5,5,3386
5,5,3446
2,2,3424
7,7,3421
6,6,3408
6,6,3464
9,9,3463
2,2,3380
8,8,3454
3,3,3414
5,5,3435
2,2,3408
2,2,3403
5,5,3430
6,6,3458
0,0,3503
8,8,3395
2,2,3432
9,9,3458
2,2,3396
8,8,3447
8,8,3444
8,8,3421
8,8,3454
7,7,3393
4,4,3495
9,7,3399
3,3,3421
0,0,3458
6,6,3390
6,6,3407
3,3,3420
2,2,3424
1,1,3406
3,3,3422
2,2,3441
2,2,3464
9,9,3409
3,3,3438
0,0,3436
0,0,3437
5,5,3471
7,7,3486
8,8,3424
1,1,3438
4,4,3401
4,4,3442
6,6,3679
0,0,3421
2,2,3415
9,9,3349
1,1,3373
4,4,3486
7,7,3414
4,4,3494
7,7,3404
3,3,3439
9,9,3446
8,8,3452
8,8,3459
4,4,3406
7,7,3454
1,1,3394
2,2,3403
1,1,3433
2,2,3421
2,2,3377
3,3,3466
2,2,3417
3,3,3410
2,2,3440
3,3,3416
9,9,3421
1,1,3465
7,7,3388
4,4,3400
0,0,3435
3,3,3353
5,5,3427
5,5,3411
8,8,3404
6,6,3424
3,3,3420
2,2,3428
6,6,3452
7,7,3401
6,6,3373
6,6,3389
3,3,3427
2,2,3403
7,7,3399
8,9,3376
1,1,3443
1,1,3394
7,7,3397
5,5,3414
6,6,3447
4,4,3436
9,9,3404
5,5,3400
1,1,3480
3,3,3395
3,3,3430
4,4,3431
7,7,3383
8,8,3410
9,9,3427
1,1,3426
1,1,3391
6,0,3390
9,9,3395
1,1,3420
4,4,3405
4,4,3384
5,5,3367
4,4,3387
0,0,3386
6,6,3408
2,2,3378
2,2,3416
3,3,3404
1,1,3422
5,5,3380
1,1,3384
2,2,3365
0,0,3395
3,3,3397
8,8,3412
1,1,3378
2,2,3402
6,6,3369
7,7,3423
1,1,3370
6,6,3353
2,2,3400
3,3,3384
9,9,3382
0,0,3381
1,1,3384
2,2,3419
2,2,3391
0,0,3375
